order_id,customer_id,order_date,order_channel,order_status,gross_amount,discount_amount,net_amount,payment_method,coupon_code
ORD_004458,CUST_01775,2025-12-06,App,Delivered,1383.6,0.0,1383.6,Wallet,
ORD_004459,CUST_01300,2025-10-29,App,In Transit,187.53,0.0,187.53,COD,
ORD_004460,CUST_01196,2025-10-31,Web,Delivered,270.61,0.0,270.61,Card,
ORD_004461,CUST_01189,2025-12-07,App,Delivered,26651.85,22.31,26629.539999999997,Apple Pay,MEGA30
ORD_004462,CUST_00146,2025-12-30,App,Cancelled,1767.8,168.26,1599.54,COD,VIP25
ORD_004463,CUST_01822,2025-10-21,Call Center,Returned,127.71,15.79,111.92,COD,WELCOME15
ORD_004464,CUST_01025,2026-01-05,Call Center,Delivered,225.1,21.27,203.83,COD,SAVE10
ORD_004465,CUST_01777,2025-10-26,App,Delivered,480.37,0.0,480.37,Wallet,
ORD_004466,CUST_01395,2025-11-08,App,Delivered,278.19,0.0,278.19,COD,
ORD_004467,CUST_00782,2025-10-21,Call Center,In Transit,180.72,0.0,180.72,Wallet,
ORD_004468,CUST_01086,2025-10-14,App,Delivered,807.55,102.83,704.72,Card,FLASH20
ORD_004469,CUST_00847,2025-12-19,App,Delivered,1897.65,0.0,1897.65,Wallet,
ORD_004470,CUST_00111,2025-10-13,Web,Delivered,541.99,28.42,513.57,Card,
ORD_004471,CUST_01750,2025-12-23,App,Delivered,62.43,0.0,62.43,Wallet,
ORD_004472,CUST_00309,2025-11-26,App,Cancelled,312.45,0.0,312.45,Card,
ORD_004473,CUST_00282,2025-12-06,Call Center,Delivered,1578.95,158.6,1420.35,Apple Pay,WELCOME15
ORD_004474,CUST_00702,2025-11-29,App,Delivered,252.03,36.91,215.12,Card,VIP25
ORD_004475,CUST_01167,2025-11-21,Web,In Transit,213.38,0.0,213.38,Wallet,
ORD_004476,CUST_01829,2025-12-13,App,Returned,400.67,0.0,400.67,Card,
ORD_004477,CUST_01857,2025-11-24,Web,Delivered,194.85,0.0,194.85,Card,
ORD_004478,CUST_00938,2025-11-15,Web,Delivered,548.66,0.0,548.66,Card,
ORD_004479,CUST_00294,2025-12-20,App,Delivered,339.82,0.0,339.82,Card,
ORD_004480,CUST_00648,2025-12-03,App,In Transit,581.82,138.49,443.33,COD,
ORD_004481,CUST_01466,2025-10-15,App,Delivered,1520.76,0.0,1520.76,Card,
ORD_004482,CUST_00370,2025-10-28,App,Delivered,132.67,0.0,132.67,Apple Pay,
ORD_004483,CUST_01596,2025-12-06,App,Returned,246.75,28.79,217.96,Wallet,SAVE10
ORD_004484,CUST_00999,2025-10-17,App,Delivered,426.8,82.01,344.79,Wallet,FLASH20
ORD_004485,CUST_01293,2025-11-04,App,Delivered,165.2,12.13,153.07,COD,WELCOME15
ORD_004486,CUST_00642,2025-10-29,Web,Delivered,577.98,0.0,577.98,COD,
ORD_004487,CUST_01300,2025-12-02,App,In Transit,1670.83,0.0,1670.83,Wallet,
ORD_004488,CUST_00119,2025-10-21,App,Delivered,482.45,0.0,482.45,Apple Pay,
ORD_004489,CUST_00010,2025-12-06,App,Cancelled,607.73,156.2,451.53,COD,VIP25
ORD_004490,CUST_00561,2025-10-10,App,Delivered,370.7,44.53,326.17,Card,WELCOME15
ORD_004491,CUST_01559,2025-11-22,App,Delivered,1517.83,0.0,1517.83,Card,
ORD_004492,CUST_01585,2025-11-16,App,Delivered,561.28,64.56,496.72,Card,WELCOME15
ORD_004493,CUST_01181,2025-10-18,App,Delivered,301.81,0.0,301.81,COD,
ORD_004494,CUST_01566,2025-10-31,App,Delivered,321.91,0.0,321.91,COD,
ORD_004495,CUST_00325,2025-12-22,Call Center,Delivered,242.2,14.02,228.18,Apple Pay,VIP25
ORD_004496,CUST_01609,2025-10-14,Web,Delivered,508.25,0.0,508.25,COD,
ORD_004497,CUST_01564,2025-12-31,Web,Delivered,210.14,0.0,210.14,Wallet,
ORD_004498,CUST_01597,2025-11-01,App,Delivered,50.03,14.88,35.15,Card,SAVE10
ORD_004499,CUST_00266,2025-11-30,Web,In Transit,203.88,0.0,203.88,COD,
ORD_004500,CUST_01259,2025-12-25,App,Delivered,786.4,0.0,786.4,Card,
ORD_004501,CUST_00889,2025-10-29,Web,Delivered,168.18,0.0,168.18,Wallet,
ORD_004502,CUST_01298,2025-12-10,Web,Cancelled,437.46,47.79,389.67,Wallet,VIP25
ORD_004503,CUST_00827,2025-11-21,Web,Delivered,753.28,74.93,678.35,Apple Pay,VIP25
ORD_004504,CUST_01977,2025-12-26,Web,Delivered,478.51,34.93,443.58,Card,VIP25
ORD_004505,CUST_00786,2025-12-30,Call Center,Cancelled,531.66,135.63,396.03,COD,SAVE10
ORD_004506,CUST_00078,2025-11-11,App,Cancelled,121.89,0.0,121.89,Card,
ORD_004507,CUST_01094,2025-12-24,App,Delivered,140.86,9.94,130.92,Card,WELCOME15
ORD_004508,CUST_01497,2025-10-15,App,Delivered,539.84,0.0,539.84,Card,
ORD_004509,CUST_00765,2025-11-15,Web,Delivered,245.77,0.0,245.77,COD,
ORD_004510,CUST_01946,2025-11-29,App,Delivered,208.08,0.0,208.08,Card,
ORD_004511,CUST_00029,2025-10-08,App,Delivered,61.28,7.66,53.62,Wallet,FLASH20
ORD_004512,CUST_01551,2025-11-27,Web,Delivered,520.41,0.0,520.41,Card,
ORD_004513,CUST_01707,2025-12-04,App,Delivered,464.66,23.45,441.21,COD,MEGA30
ORD_004514,CUST_00391,2025-10-15,Web,Delivered,1749.06,112.72,1636.34,Card,SAVE10
ORD_004515,CUST_01386,2025-11-20,Web,Delivered,257.84,39.15,218.69,Card,SAVE10
ORD_004516,CUST_01284,2025-12-20,Web,Delivered,1003.18,213.84,789.34,Card,SPECIAL5
ORD_004517,CUST_00510,2025-12-28,Web,Delivered,118.36,27.6,90.76,COD,WELCOME15
ORD_004518,CUST_01421,2025-10-30,Web,Delivered,84.56,8.07,76.49,COD,FLASH20
ORD_004519,CUST_00640,2025-11-24,Web,Delivered,1871.29,97.01,1774.28,COD,WELCOME15
ORD_004520,CUST_00211,2025-12-27,App,Delivered,530.75,0.0,530.75,Card,
ORD_004521,CUST_00786,2025-10-17,Web,Delivered,496.41,0.0,496.41,Card,
ORD_004522,CUST_01031,2025-12-21,Web,Delivered,156.3,0.0,156.3,Apple Pay,
ORD_004523,CUST_01206,2025-10-18,App,Delivered,1882.46,439.29,1443.17,Card,FLASH20
ORD_004524,CUST_00343,2025-12-19,App,Cancelled,1118.76,223.51,895.25,COD,SAVE10
ORD_004525,CUST_01688,2025-12-14,App,Delivered,189.72,0.0,189.72,COD,
ORD_004526,CUST_00094,2025-11-11,Call Center,Delivered,677.93,80.35,597.58,COD,FLASH20
ORD_004527,CUST_01943,2025-12-17,App,Delivered,280.69,0.0,280.69,Wallet,
ORD_004528,CUST_00596,2025-10-24,App,Delivered,593.38,100.94,492.44,COD,VIP25
ORD_004529,CUST_01491,2025-12-12,App,In Transit,581.3,0.0,581.3,Wallet,
ORD_004530,CUST_01066,2025-11-15,App,Delivered,135.4,0.0,135.4,Card,
ORD_004531,CUST_01222,2026-01-04,Web,Delivered,471.8,110.16,361.64,Wallet,MEGA30
ORD_004532,CUST_00692,2025-11-18,App,Delivered,270.0,0.0,270.0,Wallet,
ORD_004533,CUST_00889,2025-10-14,App,Delivered,239.41,0.0,239.41,Card,
ORD_004534,CUST_01819,2025-11-05,App,Cancelled,193.78,0.0,193.78,COD,
ORD_004535,CUST_01407,2025-11-01,App,Delivered,691.65,0.0,691.65,Wallet,
ORD_004536,CUST_00275,2025-11-13,Call Center,Cancelled,897.85,121.03,776.82,Card,FLASH20
ORD_004537,CUST_01847,2025-12-21,App,Cancelled,433.53,26.15,407.38,Card,VIP25
ORD_004538,CUST_00736,2025-12-03,App,Delivered,457.97,42.69,415.28,Wallet,
ORD_004539,CUST_00386,2025-10-23,Web,Delivered,66.88,0.0,66.88,COD,
ORD_004540,CUST_00338,2025-12-27,Web,Delivered,193.38,0.0,193.38,Card,
ORD_004541,CUST_01942,2025-10-12,Call Center,Delivered,164.05,11.93,152.12,COD,
ORD_004542,CUST_00827,2025-12-29,App,Delivered,582.24,172.17,410.07,Wallet,SAVE10
ORD_004543,CUST_00468,2025-11-27,App,Delivered,960.56,0.0,960.56,Wallet,
ORD_004544,CUST_00460,2025-10-11,Web,Delivered,594.4,151.69,442.71,Wallet,SPECIAL5
ORD_004545,CUST_00269,2025-12-24,App,Delivered,602.85,158.92,443.93,Card,WELCOME15
ORD_004546,CUST_01504,2025-10-16,App,In Transit,289.26,0.0,289.26,Wallet,
ORD_004547,CUST_00045,2025-10-22,App,Delivered,577.8,0.0,577.8,Card,
ORD_004548,CUST_01208,2025-11-22,Call Center,Cancelled,1236.0,0.0,1236.0,Card,
ORD_004549,CUST_01034,2025-12-06,Web,Delivered,496.99,109.07,387.92,COD,WELCOME15
ORD_004550,CUST_00253,2025-12-17,Call Center,Cancelled,226.38,17.53,208.85,Wallet,FLASH20
ORD_004551,CUST_01457,2025-12-18,Call Center,Delivered,720.29,0.0,720.29,Wallet,
ORD_004552,CUST_01333,2025-12-04,App,Delivered,358.4,0.0,358.4,COD,
ORD_004553,CUST_01623,2025-11-16,App,Delivered,122.77,0.0,122.77,Card,
ORD_004554,CUST_00077,2025-11-06,Web,Delivered,518.36,0.0,518.36,COD,
ORD_004555,CUST_00769,2025-10-20,App,Delivered,563.6,38.15,525.45,Card,SPECIAL5
ORD_004556,CUST_00524,2025-10-24,Web,Delivered,142.79,0.0,142.79,Wallet,
ORD_004557,CUST_01580,2025-11-05,Web,Delivered,1451.49,202.18,1249.31,COD,MEGA30
ORD_004558,CUST_01277,2025-12-09,App,In Transit,536.32,0.0,536.32,Card,
ORD_004559,CUST_00100,2025-12-03,Call Center,Delivered,1692.35,210.13,1482.22,Card,MEGA30
ORD_004560,CUST_00099,2025-11-17,App,Delivered,801.05,0.0,801.05,Card,
ORD_004561,CUST_01356,2025-11-06,Web,Delivered,702.83,131.56,571.27,COD,SAVE10
ORD_004562,CUST_01339,2025-12-29,App,Delivered,193.27,0.0,193.27,COD,
ORD_004563,CUST_01713,2025-12-30,App,Returned,289.64,0.0,289.64,COD,
ORD_004564,CUST_00041,2025-10-31,App,Delivered,1872.16,0.0,1872.16,Card,
ORD_004565,CUST_00099,2025-12-07,Call Center,Delivered,210.43,17.85,192.58,Card,SPECIAL5
ORD_004566,CUST_00238,2025-12-19,Call Center,Cancelled,1254.31,95.03,1159.28,Card,VIP25
ORD_004567,CUST_00910,2025-10-14,Web,Delivered,265.21,0.0,265.21,COD,
ORD_004568,CUST_00779,2025-12-09,Web,Delivered,498.98,63.16,435.82,Wallet,SAVE10
ORD_004569,CUST_01121,2025-12-05,Call Center,Delivered,1850.94,0.0,1850.94,Wallet,
ORD_004570,CUST_00518,2025-11-20,Web,Delivered,1892.42,123.07,1769.35,COD,VIP25
ORD_004571,CUST_01438,2025-12-19,Web,Delivered,858.73,0.0,858.73,Card,
ORD_004572,CUST_00314,2025-11-15,Web,Returned,565.84,0.0,565.84,Card,
ORD_004573,CUST_00421,2025-11-04,App,Delivered,407.58,0.0,407.58,Card,
ORD_004574,CUST_01424,2025-12-11,Web,Delivered,1450.37,0.0,1450.37,Wallet,
ORD_004575,CUST_01405,2025-12-10,Call Center,Cancelled,322.22,46.44,275.78,COD,SPECIAL5
ORD_004576,CUST_00020,2025-10-15,App,Delivered,226.91,0.0,226.91,COD,
ORD_004577,CUST_00617,2025-10-31,Call Center,Delivered,410.2,0.0,410.2,Card,
ORD_004578,CUST_00862,2025-11-22,Web,Cancelled,504.5,56.81,447.69,COD,SPECIAL5
ORD_004579,CUST_00207,2026-01-02,Web,Delivered,1081.41,0.0,1081.41,Wallet,
ORD_004580,CUST_01357,2025-10-23,Web,Delivered,1741.05,388.7,1352.35,Card,MEGA30
ORD_004581,CUST_00553,2025-11-07,App,Delivered,139.6,0.0,139.6,Card,
ORD_004582,CUST_01276,2025-11-20,Web,Delivered,131.96,15.25,116.71,Card,MEGA30
ORD_004583,CUST_01436,2025-10-12,App,Delivered,384.0,0.0,384.0,Apple Pay,
ORD_004584,CUST_00281,2025-10-09,Web,Delivered,1308.72,0.0,1308.72,Card,
ORD_004585,CUST_00858,2025-12-31,Web,In Transit,180.75,29.22,151.53,Apple Pay,
ORD_004586,CUST_01841,2025-11-17,Call Center,Delivered,519.43,0.0,519.43,Card,
ORD_004587,CUST_00215,2025-11-17,App,Delivered,522.11,66.67,455.44,Card,MEGA30
ORD_004588,CUST_01473,2025-12-03,App,Returned,386.68,33.79,352.89,Card,MEGA30
ORD_004589,CUST_00242,2025-11-05,App,Delivered,1074.1,58.25,1015.85,Card,FLASH20
ORD_004590,CUST_00234,2025-12-15,App,Delivered,355.07,0.0,355.07,Card,
ORD_004591,CUST_01608,2025-10-21,App,Cancelled,1998.76,430.35,1568.41,Wallet,SAVE10
ORD_004592,CUST_01020,2025-11-15,Web,Delivered,1993.22,253.73,1739.49,Card,WELCOME15
ORD_004593,CUST_01248,2025-11-23,Web,Delivered,74.25,,54.65,Wallet,WELCOME15
ORD_004594,CUST_01594,2025-10-26,Call Center,Delivered,523.4,0.0,523.4,COD,
ORD_004595,CUST_00539,2025-11-16,Web,Delivered,323.09,0.0,323.09,COD,
ORD_004596,CUST_01703,2025-10-20,App,Delivered,253.35,0.0,253.35,Card,
ORD_004597,CUST_01072,2026-01-05,App,In Transit,505.72,0.0,505.72,COD,
ORD_004598,CUST_01993,2025-12-09,App,Delivered,580.94,0.0,580.94,Card,
ORD_004599,CUST_00414,2025-10-16,Web,Delivered,586.38,0.0,586.38,COD,
ORD_004600,CUST_00734,2025-11-27,App,Cancelled,155.08,9.67,145.41,Apple Pay,SPECIAL5
ORD_004601,CUST_00840,2025-12-06,Web,Delivered,226.28,0.0,226.28,COD,
ORD_004602,CUST_00605,2025-11-18,App,Delivered,622.87,0.0,622.87,Card,
ORD_004603,CUST_00329,2025-11-04,Call Center,Delivered,1137.06,0.0,1137.06,Apple Pay,
ORD_004604,CUST_00081,2025-12-21,Web,Delivered,638.51,80.6,557.91,Card,MEGA30
ORD_004605,CUST_01017,2025-11-17,Web,Delivered,106.93,0.0,106.93,COD,
ORD_004606,CUST_01865,2025-12-14,Call Center,Delivered,194.55,9.91,184.64,Wallet,WELCOME15
ORD_004607,CUST_01410,2025-11-03,Call Center,Delivered,853.29,0.0,853.29,Wallet,
ORD_004608,CUST_01912,2025-12-14,Web,Delivered,979.02,280.2,698.82,Apple Pay,VIP25
ORD_004609,CUST_00678,2025-10-31,Call Center,Cancelled,1726.75,190.21,1536.54,Apple Pay,WELCOME15
ORD_004610,CUST_00006,2025-11-25,Web,Delivered,235.98,0.0,235.98,Wallet,
ORD_004611,CUST_00027,2025-10-16,App,Cancelled,1112.94,0.0,1112.94,Card,
ORD_004612,CUST_01376,2025-11-09,Call Center,Delivered,349.02,0.0,349.02,COD,
ORD_004613,CUST_00183,2025-12-03,Web,Delivered,256.67,0.0,256.67,Card,
ORD_004614,CUST_01858,2025-11-22,Web,Delivered,1226.52,312.42,914.1,Card,SAVE10
ORD_004615,CUST_01711,2025-10-26,App,Delivered,129.19,0.0,129.19,COD,
ORD_004616,CUST_01176,2025-10-09,Web,Delivered,720.86,129.29,591.57,COD,SPECIAL5
ORD_004617,CUST_01012,2025-11-19,Call Center,Delivered,802.95,0.0,802.95,Apple Pay,
ORD_004618,CUST_00306,2025-10-24,Call Center,Delivered,195.87,0.0,195.87,COD,
ORD_004619,CUST_01945,2025-12-01,App,Delivered,1850.06,264.18,1585.88,COD,SAVE10
ORD_004620,CUST_01597,2025-10-23,App,Delivered,333.96,0.0,333.96,Card,
ORD_004621,CUST_01048,2025-11-14,Web,Delivered,272.96,,272.96,Wallet,
ORD_004622,CUST_00154,2025-12-16,App,In Transit,1471.17,,1471.17,Card,
ORD_004623,CUST_01482,2025-11-26,Call Center,Delivered,133.33,24.78,108.55,Apple Pay,SPECIAL5
ORD_004624,CUST_00208,2025-12-19,Web,Cancelled,168.0,0.0,168.0,Wallet,
ORD_004625,CUST_01853,2025-10-24,App,Delivered,462.88,96.67,366.21,Card,FLASH20
ORD_004626,CUST_01320,2025-10-11,Web,Delivered,795.73,0.0,795.73,Card,
ORD_004627,CUST_00474,2025-12-01,Web,In Transit,205.59,0.0,205.59,Wallet,
ORD_004628,CUST_00936,2025-11-25,Web,Delivered,1520.89,0.0,1520.89,COD,
ORD_004629,CUST_00607,2025-11-19,Web,Cancelled,669.14,141.74,527.4,Card,FLASH20
ORD_004630,CUST_00951,2025-12-03,Web,Delivered,414.55,120.98,293.57,COD,SAVE10
ORD_004631,CUST_00205,2025-11-25,App,Delivered,1094.62,0.0,1094.62,COD,
ORD_004632,CUST_01666,2025-11-20,Web,Delivered,568.37,0.0,568.37,Card,
ORD_004633,CUST_00358,2025-12-21,Web,Cancelled,177.09,52.75,124.34,Card,
ORD_004634,CUST_00081,2025-12-30,App,Delivered,563.02,0.0,563.02,Wallet,
ORD_004635,CUST_01746,2025-11-07,Call Center,Delivered,428.55,22.44,406.11,Card,FLASH20
ORD_004636,CUST_00738,2025-11-30,Call Center,Delivered,259.18,0.0,259.18,Apple Pay,
ORD_004637,CUST_01642,2025-12-26,App,In Transit,1387.94,0.0,1387.94,Card,
ORD_004638,CUST_01387,2025-12-07,Call Center,In Transit,185.75,19.53,166.22,COD,FLASH20
ORD_004639,CUST_00873,2025-12-03,Web,Delivered,320.91,0.0,320.91,Card,
ORD_004640,CUST_01513,2025-11-17,Call Center,Delivered,409.72,0.0,409.72,Card,
ORD_004641,CUST_00238,2025-12-08,Web,Cancelled,164.06,37.43,126.63,COD,SAVE10
ORD_004642,CUST_01744,2025-11-07,Web,Delivered,1645.68,133.22,1512.46,COD,
ORD_004643,CUST_01824,2025-11-07,App,Delivered,513.25,0.0,513.25,Card,
ORD_004644,CUST_00094,2025-11-15,App,Cancelled,495.69,0.0,495.69,Wallet,
ORD_004645,CUST_00020,2025-12-03,Web,Delivered,702.8,0.0,702.8,Card,
ORD_004646,CUST_01745,2025-11-01,Web,Delivered,301.04,0.0,301.04,Wallet,
ORD_004647,CUST_00284,2025-12-03,Web,In Transit,165.53,14.1,151.43,Card,SPECIAL5
ORD_004648,CUST_01326,2025-11-18,Call Center,Returned,273.36,32.17,241.19,Card,WELCOME15
ORD_004649,CUST_00674,2025-11-02,App,Cancelled,441.8,0.0,441.8,Card,
ORD_004650,CUST_00733,2025-10-07,Web,Delivered,224.75,0.0,224.75,Card,
ORD_004651,CUST_01832,2025-12-11,App,Delivered,160.03,0.0,160.03,COD,
ORD_004652,CUST_00897,2025-10-25,Web,In Transit,325.89,87.25,238.64,COD,MEGA30
ORD_004653,CUST_00550,2025-11-17,App,Returned,1527.5,0.0,1527.5,Wallet,
ORD_004654,CUST_01800,2025-11-18,App,Delivered,336.3,0.0,336.3,Wallet,
ORD_004655,CUST_01502,2025-10-12,Web,Cancelled,613.81,0.0,613.81,Wallet,
ORD_004656,CUST_00191,2025-12-01,App,Cancelled,390.34,43.94,346.4,COD,FLASH20
ORD_004657,CUST_01670,2025-11-28,App,Delivered,775.76,0.0,775.76,Card,
ORD_004658,CUST_00702,2025-12-09,Web,Returned,416.08,47.49,368.59,Card,WELCOME15
ORD_004659,CUST_00234,2025-10-30,Call Center,Delivered,163.03,15.28,147.75,COD,VIP25
ORD_004660,CUST_00820,2025-11-22,App,Delivered,137.41,8.86,128.55,Card,VIP25
ORD_004661,CUST_00557,2025-12-09,App,In Transit,240.27,33.53,206.74,Card,
ORD_004662,CUST_00790,2025-12-23,App,In Transit,600.09,0.0,600.09,Card,
ORD_004663,CUST_01413,2025-11-27,App,Returned,508.25,60.57,447.68,Wallet,
ORD_004664,CUST_00980,2025-10-18,App,Delivered,566.51,30.29,536.22,Card,
ORD_004665,CUST_00864,2025-10-25,App,Delivered,1085.63,0.0,1085.63,COD,
ORD_004666,CUST_01329,2025-11-01,Web,Delivered,260.87,0.0,260.87,COD,
ORD_004667,CUST_01815,2025-11-05,App,Delivered,1802.41,0.0,1802.41,Apple Pay,
ORD_004668,CUST_01633,2025-12-02,App,Cancelled,637.48,118.89,518.59,Card,WELCOME15
ORD_004669,CUST_00232,2025-11-23,App,Delivered,205.92,0.0,205.92,Wallet,
ORD_004670,CUST_00272,2025-11-22,App,Delivered,672.03,120.88,551.15,COD,SPECIAL5
ORD_004671,CUST_01488,2026-01-04,App,Delivered,1616.66,0.0,1616.66,Wallet,
ORD_004672,CUST_00121,2025-12-24,Web,Delivered,193.42,0.0,193.42,Card,
ORD_004673,CUST_01931,2026-01-05,App,Delivered,1317.94,0.0,1317.94,Card,
ORD_004674,CUST_01730,2025-11-17,App,Delivered,115.22,28.84,86.38,COD,WELCOME15
ORD_004675,CUST_00213,2025-12-07,App,Delivered,251.29,0.0,251.29,Card,
ORD_004676,CUST_00853,2025-11-20,App,Delivered,156.52,0.0,156.52,COD,
ORD_004677,CUST_01867,2025-12-24,App,In Transit,1384.67,195.48,1189.19,Apple Pay,MEGA30
ORD_004678,CUST_00989,2025-11-29,App,Delivered,666.86,0.0,666.86,Wallet,
ORD_004679,CUST_01644,2025-11-07,Web,Delivered,1040.42,82.76,957.66,COD,MEGA30
ORD_004680,CUST_01390,2025-12-27,Call Center,Delivered,544.86,0.0,544.86,COD,
ORD_004681,CUST_00898,2025-12-28,Web,Delivered,339.38,0.0,339.38,COD,
ORD_004682,CUST_00372,2025-10-20,App,Delivered,312.42,34.71,277.71,COD,MEGA30
ORD_004683,CUST_00778,2025-11-13,Web,In Transit,463.94,67.14,396.8,COD,
ORD_004684,CUST_00735,2025-11-17,App,Cancelled,766.07,0.0,766.07,Apple Pay,
ORD_004685,CUST_01253,2025-10-12,Web,Delivered,280.18,0.0,280.18,Apple Pay,
ORD_004686,CUST_00060,2025-12-12,Call Center,Delivered,573.43,0.0,573.43,Wallet,
ORD_004687,CUST_01767,2025-10-25,App,Delivered,90.55,0.0,90.55,Wallet,
ORD_004688,CUST_01402,2025-10-07,App,Delivered,109.18,6.64,102.54,Card,
ORD_004689,CUST_01490,2025-10-17,Web,In Transit,567.85,0.0,567.85,Card,
ORD_004690,CUST_01994,2025-11-09,App,Delivered,323.67,0.0,323.67,COD,
ORD_004691,CUST_01827,2025-12-28,App,In Transit,450.55,66.75,383.8,COD,WELCOME15
ORD_004692,CUST_00990,2025-10-15,Web,In Transit,226.86,0.0,226.86,Wallet,
ORD_004693,CUST_01885,2025-12-18,App,Delivered,399.33,0.0,399.33,Apple Pay,
ORD_004694,CUST_01000,2025-12-15,App,In Transit,198.75,0.0,198.75,Card,
ORD_004695,CUST_00232,2025-10-08,Web,Delivered,296.08,0.0,296.08,Wallet,
ORD_004696,CUST_01818,2025-10-17,Call Center,Returned,737.78,0.0,737.78,Wallet,
ORD_004697,CUST_00843,2025-11-19,App,Delivered,1043.82,0.0,1043.82,Wallet,
ORD_004698,CUST_00903,2025-10-17,App,In Transit,1369.9,384.6,985.3,Wallet,SAVE10
ORD_004699,CUST_00130,2025-12-06,App,In Transit,453.41,0.0,453.41,COD,
ORD_004700,CUST_00536,2025-12-06,App,Delivered,190.4,0.0,190.4,COD,
ORD_004701,CUST_01342,2025-10-28,App,In Transit,108.15,0.0,108.15,Wallet,
ORD_004702,CUST_00644,2025-12-22,App,Delivered,1011.25,0.0,1011.25,COD,
ORD_004703,CUST_00026,2025-10-10,Web,Cancelled,495.72,0.0,495.72,Wallet,
ORD_004704,CUST_01443,2025-12-04,App,Delivered,1229.93,0.0,1229.93,Wallet,
ORD_004705,CUST_01779,2025-11-26,App,Delivered,1007.47,51.12,956.35,Card,SPECIAL5
ORD_004706,CUST_01075,2025-12-28,App,Delivered,948.91,0.0,948.91,Apple Pay,
ORD_004707,CUST_01572,2025-12-17,Web,Delivered,767.3,0.0,767.3,Card,
ORD_004708,CUST_01523,2025-12-28,App,Delivered,150.59,0.0,150.59,Card,
ORD_004709,CUST_01181,2025-11-12,App,Delivered,262.5,21.04,241.46,Card,SPECIAL5
ORD_004710,CUST_01158,2025-10-22,App,Delivered,494.26,55.73,438.53,Card,WELCOME15
ORD_004711,CUST_01958,2025-10-22,Call Center,Delivered,223.98,0.0,223.98,Card,
ORD_004712,CUST_01372,2025-12-25,Call Center,Delivered,93.87,0.0,93.87,COD,
ORD_004713,CUST_01789,2025-11-11,App,Delivered,154.55,0.0,154.55,Card,
ORD_004714,CUST_00693,2025-11-30,App,Delivered,181.0,26.95,154.05,Card,MEGA30
ORD_004715,CUST_01072,2025-10-07,Call Center,Delivered,662.31,0.0,662.31,Apple Pay,
ORD_004716,CUST_01410,2025-12-03,App,Cancelled,1979.84,584.36,1395.48,Wallet,SPECIAL5
ORD_004717,CUST_01267,2025-12-09,Call Center,Delivered,228.5,0.0,228.5,COD,
ORD_004718,CUST_00196,2025-12-23,App,Delivered,1818.13,186.59,1631.54,COD,VIP25
ORD_004719,CUST_01356,2025-11-15,App,Delivered,202.19,0.0,202.19,Apple Pay,
ORD_004720,CUST_01489,2025-10-09,App,Delivered,306.5,22.96,283.54,Card,WELCOME15
ORD_004721,CUST_00987,2025-11-21,Web,Delivered,339.57,28.03,311.54,Card,FLASH20
ORD_004722,CUST_01360,2025-12-03,App,Delivered,466.64,0.0,466.64,COD,
ORD_004723,CUST_01386,2025-11-15,App,Delivered,793.84,44.51,749.33,COD,SPECIAL5
ORD_004724,CUST_00789,2025-10-22,Web,Delivered,299.88,0.0,299.88,Apple Pay,
ORD_004725,CUST_00305,2025-12-11,App,Delivered,567.02,30.49,536.53,Card,
ORD_004726,CUST_01693,2025-10-11,App,Delivered,92.03,0.0,92.03,COD,
ORD_004727,CUST_01144,2025-11-04,App,Delivered,1030.7,0.0,1030.7,Card,
ORD_004728,CUST_01827,2025-12-16,App,In Transit,256.21,16.82,239.39,Card,MEGA30
ORD_004729,CUST_00112,2025-10-28,App,Returned,1651.43,0.0,1651.43,Card,
ORD_004730,CUST_00024,2025-12-11,Web,Cancelled,380.92,50.33,330.59,COD,SPECIAL5
ORD_004731,CUST_01914,2025-12-31,Call Center,Returned,528.54,51.75,476.79,Card,WELCOME15
ORD_004732,CUST_01036,2026-01-02,Web,Delivered,553.69,0.0,553.69,Apple Pay,
ORD_004733,CUST_01739,2025-12-19,Web,Delivered,1246.43,0.0,1246.43,Wallet,
ORD_004734,CUST_00962,2025-11-03,Web,Delivered,1902.55,0.0,1902.55,Wallet,
ORD_004735,CUST_01745,2025-10-29,App,Delivered,532.38,0.0,532.38,COD,
ORD_004736,CUST_01016,2025-11-18,Call Center,Delivered,85.35,9.29,76.06,Apple Pay,
ORD_004737,CUST_00339,2025-12-10,Web,In Transit,169.57,0.0,169.57,COD,
ORD_004738,CUST_00154,2025-10-25,Call Center,Delivered,52.02,14.83,37.19,Card,
ORD_004739,CUST_01007,2025-11-12,App,Delivered,172.97,49.39,123.58,COD,FLASH20
ORD_004740,CUST_00494,2025-10-30,App,Delivered,424.53,0.0,424.53,Card,
ORD_004741,CUST_00678,2025-12-26,Web,Delivered,269.15,0.0,269.15,Wallet,
ORD_004742,CUST_01987,2025-12-06,App,Delivered,1190.72,0.0,1190.72,COD,
ORD_004743,CUST_00570,2025-10-18,Web,Delivered,282.96,0.0,282.96,COD,
ORD_004744,CUST_00104,2025-12-15,App,Delivered,230.75,0.0,230.75,COD,
ORD_004745,CUST_01039,2025-12-25,Web,Delivered,740.4,0.0,740.4,Card,
ORD_004746,CUST_00457,2025-10-22,Web,In Transit,239.47,0.0,239.47,COD,
ORD_004747,CUST_01128,2025-12-14,App,In Transit,1471.94,89.05,1382.89,Card,SPECIAL5
ORD_004748,CUST_00776,2025-11-14,App,Delivered,106.05,10.66,95.39,Wallet,VIP25
