fulfillment_id,order_id,warehouse_hub,delivery_zone,promised_date,actual_delivery_date,delivery_status,delay_reason,delivery_partner
FUL_004963,ORD_004963,Sharjah Hub,Zone D,2025-11-27,2025-11-25,On Time,,QuickShip
FUL_004964,ORD_004964,Abu Dhabi Hub,Zone E,2025-11-17,2025-11-19,Delayed,Rider Unavailable,SpeedLink
FUL_004965,ORD_004965,Dubai Hub,Zone A,2025-10-11,2025-10-10,On Time,,SpeedLink
FUL_004966,ORD_004966,Abu Dhabi Hub,Zone B,2025-11-18,2025-11-18,On Time,,SpeedLink
FUL_004967,ORD_004967,Dubai Hub,Zone D,2025-10-18,2025-10-18,On Time,,SpeedLink
FUL_004968,ORD_004968,Dubai Hub,Zone A,2025-11-17,2025-11-16,On Time,,SpeedLink
FUL_004969,ORD_004969,Dubai Hub,Zone A,2025-12-20,2025-12-20,On Time,,FastTrack
FUL_004970,ORD_004970,Dubai Hub,Zone F,2025-10-22,,Failed,Warehouse Delay,FastTrack
FUL_004971,ORD_004971,Dubai Hub,Zone D,2025-11-15,2025-11-15,On Time,,SpeedLink
FUL_004972,ORD_004972,Dubai Hub,Zone D,2025-10-31,2025-10-30,On Time,,QuickShip
FUL_004973,ORD_004973,Abu Dhabi Hub,Zone E,2025-11-03,2025-11-02,On Time,,FastTrack
FUL_004974,ORD_004974,Sharjah Hub,Zone B,2026-01-02,,Pending,,FastTrack
FUL_004975,ORD_004975,Abu Dhabi Hub,Zone D,2025-12-28,2026-01-04,Delayed,Address Issue,SpeedLink
FUL_004976,ORD_004976,Abu Dhabi Hub,Zone F,2025-12-31,2026-01-04,Delayed,Warehouse Delay,SpeedLink
FUL_004977,ORD_004977,Abu Dhabi Hub,Zone F,2025-12-02,2025-12-06,Delayed,Warehouse Delay,FastTrack
FUL_004978,ORD_004978,Dubai Hub,Zone A,2025-12-18,,Failed,Address Issue,SpeedLink
FUL_004979,ORD_004979,Abu Dhabi Hub,Zone D,2025-11-10,,Pending,,QuickShip
FUL_004980,ORD_004980,Abu Dhabi Hub,Zone A,2025-11-09,2025-11-05,On Time,,QuickShip
FUL_004981,ORD_004981,Dubai Hub,Zone B,2026-01-02,2026-01-02,On Time,,FastTrack
FUL_004982,ORD_004982,Dubai Hub,Zone F,2025-11-08,,Failed,Order Cancelled,FastTrack
FUL_004983,ORD_004983,Abu Dhabi Hub,Zone D,2025-12-13,2025-12-13,On Time,,SpeedLink
FUL_004984,ORD_004984,Abu Dhabi Hub,Zone D,2025-10-10,2025-10-09,On Time,,QuickShip
FUL_004985,ORD_004985,Abu Dhabi Hub,Zone F,2025-12-03,2025-12-01,On Time,,SpeedLink
FUL_004986,ORD_004986,Dubai Hub,Zone A,2025-12-30,,Pending,,QuickShip
FUL_004987,ORD_004987,Dubai Hub,Zone A,2025-11-24,2025-11-29,Delayed,Traffic/Weather,QuickShip
FUL_004988,ORD_004988,Abu Dhabi Hub,Zone D,2025-11-27,2025-11-23,On Time,,QuickShip
FUL_004989,ORD_004989,Abu Dhabi Hub,Zone F,2026-01-04,,Failed,Order Cancelled,QuickShip
FUL_004990,ORD_004990,Sharjah Hub,Zone D,2025-12-31,,Pending,,SpeedLink
FUL_004991,ORD_004991,Sharjah Hub,Zone B,2025-11-23,,Pending,,QuickShip
FUL_004992,ORD_004992,Sharjah Hub,Zone C,2025-10-16,2025-10-15,On Time,,QuickShip
FUL_004993,ORD_004993,Abu Dhabi Hub,Zone E,2025-10-31,2025-10-31,On Time,,FastTrack
FUL_004994,ORD_004994,Sharjah Hub,Zone D,2025-10-21,,failed,Customer Unavailable,SpeedLink
FUL_004995,ORD_004995,Dubai Hub,Zone B,2026-01-04,,Failed,Order Cancelled,QuickShip
FUL_004996,ORD_004996,Sharjah Hub,Zone D,2025-10-19,2025-10-17,On Time,,FastTrack
FUL_004997,ORD_004997,Abu Dhabi Hub,Zone C,2025-12-03,2025-12-07,Delayed,Rider Unavailable,QuickShip
FUL_004998,ORD_004998,Dubai Hub,Zone B,2025-11-24,2025-11-21,On Time,,QuickShip
FUL_004999,ORD_004999,Sharjah Hub,Zone E,2025-12-14,2025-12-18,Delayed,Address Issue,QuickShip
FUL_005000,ORD_005000,Abu Dhabi Hub,Zone E,2025-12-29,2025-12-28,On Time,,QuickShip
FUL_005001,ORD_005001,Sharjah Hub,Zone D,2026-01-09,,Pending,,SpeedLink
FUL_005002,ORD_005002,Dubai Hub,Zone A,2025-12-27,2025-12-26,on-time,,QuickShip
FUL_005003,ORD_005003,Abu Dhabi Hub,Zone C,2025-10-16,2025-10-13,On Time,,QuickShip
FUL_005004,ORD_005004,Dubai Hub,Zone C,2025-11-12,2025-11-12,On Time,,FastTrack
FUL_005005,ORD_005005,Dubai Hub,Zone F,2025-10-30,2025-10-29,On Time,,QuickShip
FUL_005006,ORD_005006,Sharjah Hub,Zone C,2025-12-14,,Pending,,QuickShip
FUL_005007,ORD_005007,Abu Dhabi Hub,Zone B,2025-12-29,2025-12-27,On Time,,FastTrack
FUL_005008,ORD_005008,Abu Dhabi Hub,Zone A,2025-11-11,,Failed,Order Cancelled,QuickShip
FUL_005009,ORD_005009,Dubai Hub,Zone D,2025-10-15,2025-10-14,On Time,,FastTrack
FUL_005010,ORD_005010,Dubai Hub,Zone C,2025-10-24,2025-10-22,On Time,,QuickShip
FUL_005011,ORD_005011,Dubai Hub,Zone E,2025-12-10,2025-12-08,On Time,,SpeedLink
FUL_005012,ORD_005012,Dubai Hub,Zone F,2025-12-27,2025-12-25,On Time,,FastTrack
FUL_005013,ORD_005013,Dubai Hub,Zone E,2025-11-10,,Pending,,SpeedLink
FUL_005014,ORD_005014,Dubai Hub,Zone F,2025-12-25,2026-01-03,Delayed,Warehouse Delay,QuickShip
FUL_005015,ORD_005015,Dubai Hub,Zone D,2025-12-24,2025-12-28,Delayed,Address Issue,FastTrack
FUL_005016,ORD_005016,Sharjah Hub,Zone D,2025-11-19,2025-11-22,Delayed,Traffic/Weather,SpeedLink
FUL_005017,ORD_005017,Sharjah Hub,Zone B,2025-12-27,,Pending,,FastTrack
FUL_005018,ORD_005018,Dubai Hub,Zone A,2026-01-05,2026-01-14,Delayed,Traffic/Weather,FastTrack
FUL_005019,ORD_005019,Sharjah Hub,Zone D,2025-12-17,2025-12-17,On Time,,FastTrack
FUL_005020,ORD_005020,Sharjah Hub,Zone E,2025-12-22,2025-12-31,Delayed,Address Issue,QuickShip
FUL_005021,ORD_005021,Sharjah Hub,Zone A,2026-01-03,,Failed,Traffic/Weather,SpeedLink
FUL_005022,ORD_005022,Abu Dhabi Hub,Zone B,2025-11-14,2025-11-13,On Time,,QuickShip
FUL_005023,ORD_005023,Dubai Hub,Zone E,2025-12-09,2025-12-18,Delayed,Warehouse Delay,FastTrack
FUL_005024,ORD_005024,Abu Dhabi Hub,Zone E,2025-10-29,2025-10-28,On Time,,QuickShip
FUL_005025,ORD_005025,Abu Dhabi Hub,Zone A,2025-11-11,2025-11-12,Delayed,Customer Unavailable,QuickShip
FUL_005026,ORD_005026,Dubai Hub,Zone E,2025-12-30,2025-12-29,On Time,,QuickShip
FUL_005027,ORD_005027,Dubai Hub,Zone B,2025-12-16,,Failed,Order Cancelled,SpeedLink
FUL_005028,ORD_005028,Abu Dhabi Hub,Zone A,2025-11-12,,Failed,Order Cancelled,QuickShip
FUL_005029,ORD_005029,Abu Dhabi Hub,Zone B,2026-01-03,2026-01-01,On Time,,SpeedLink
FUL_005030,ORD_005030,Sharjah Hub,Zone F,2025-11-22,2025-11-22,On Time,,SpeedLink
FUL_005031,ORD_005031,Abu Dhabi Hub,Zone B,2025-12-18,2025-12-18,On Time,,FastTrack
FUL_005032,ORD_005032,Sharjah Hub,Zone D,2025-11-03,2025-11-01,On Time,,FastTrack
FUL_005033,ORD_005033,Sharjah Hub,Zone D,2025-11-30,,Failed,Order Cancelled,QuickShip
FUL_005034,ORD_005034,Abu Dhabi Hub,Zone A,2025-11-21,2025-11-20,On Time,,QuickShip
FUL_005035,ORD_005035,Dubai Hub,Zone D,2025-12-30,2025-12-29,On Time,,SpeedLink
FUL_005036,ORD_005036,Sharjah Hub,Zone E,2025-12-14,2025-12-14,On Time,,SpeedLink
FUL_005037,ORD_005037,Sharjah Hub,Zone B,2025-12-12,2025-12-16,Delayed,Traffic/Weather,SpeedLink
FUL_005038,ORD_005038,Sharjah Hub,Zone E,2025-10-23,2025-10-31,Delayed,Address Issue,SpeedLink
FUL_005039,ORD_005039,Sharjah Hub,Zone B,2025-12-11,,Failed,Order Cancelled,FastTrack
FUL_005040,ORD_005040,Dubai Hub,Zone B,2025-11-21,2025-11-18,On Time,,QuickShip
FUL_005041,ORD_005041,Sharjah Hub,Zone F,2025-10-23,2025-10-25,Delayed,Address Issue,QuickShip
FUL_005042,ORD_005042,Abu Dhabi Hub,Zone E,2025-12-10,2025-12-07,On Time,,QuickShip
FUL_005043,ORD_005043,Sharjah Hub,Zone F,2025-12-14,2025-12-14,On Time,,FastTrack
FUL_005044,ORD_005044,Abu Dhabi Hub,Zone A,2025-12-31,2026-01-03,Delayed,Warehouse Delay,QuickShip
FUL_005045,ORD_005045,Abu Dhabi Hub,Zone B,2025-12-07,,Pending,,SpeedLink
FUL_005046,ORD_005046,Dubai Hub,Zone C,2025-10-23,2025-10-21,On Time,,QuickShip
FUL_005047,ORD_005047,Abu Dhabi Hub,Zone F,2026-01-02,2026-01-02,On Time,,QuickShip
FUL_005048,ORD_005048,Sharjah Hub,Zone F,2025-10-17,,Pending,,FastTrack
FUL_005049,ORD_005049,Dubai Hub,Zone A,2025-12-11,2025-12-11,On Time,,SpeedLink
FUL_005050,ORD_005050,Dubai Hub,Zone C,2025-10-25,2025-10-25,On Time,,QuickShip
FUL_005051,ORD_005051,Sharjah Hub,Zone E,2025-11-04,2025-11-02,OnTime,,SpeedLink
FUL_005052,ORD_005052,Dubai Hub,Zone D,2026-01-06,2026-01-05,On Time,,FastTrack
FUL_005053,ORD_005053,Dubai Hub,Zone D,2025-10-31,2025-10-30,On Time,,QuickShip
FUL_005054,ORD_005054,Sharjah Hub,Zone B,2025-11-25,2025-11-24,On Time,,FastTrack
FUL_005055,ORD_005055,Dubai Hub,Zone E,2025-12-11,,Pending,,SpeedLink
FUL_005056,ORD_005056,Abu Dhabi Hub,Zone E,2025-11-28,2025-11-28,On Time,,SpeedLink
FUL_005057,ORD_005057,Dubai Hub,Zone B,2025-10-27,2025-10-25,On Time,,FastTrack
FUL_005058,ORD_005058,Dubai Hub,Zone C,2025-11-19,2025-11-27,Delayed,Address Issue,SpeedLink
FUL_005059,ORD_005059,Abu Dhabi Hub,Zone E,2025-12-22,2025-12-20,On Time,,QuickShip
FUL_005060,ORD_005060,Dubai Hub,Zone B,2025-11-01,,Pending,,SpeedLink
FUL_005061,ORD_005061,Dubai Hub,Zone B,2025-12-25,2025-12-24,On Time,,QuickShip
FUL_005062,ORD_005062,Dubai Hub,Zone E,2025-11-25,,Pending,,QuickShip
FUL_005063,ORD_005063,Sharjah Hub,Zone C,2025-12-04,,Pending,,QuickShip
FUL_005064,ORD_005064,Abu Dhabi Hub,Zone B,2026-01-01,2026-01-09,Delayed,Customer Unavailable,FastTrack
FUL_005065,ORD_005065,Sharjah Hub,Zone F,2025-10-13,2025-10-20,Delayed,Traffic/Weather,FastTrack
FUL_005066,ORD_005066,Dubai Hub,Zone F,2025-11-24,2025-11-27,Delayed,Traffic/Weather,QuickShip
FUL_005067,ORD_005067,Dubai Hub,Zone F,2025-10-22,2025-10-26,Delayed,Warehouse Delay,FastTrack
FUL_005068,ORD_005068,Dubai Hub,Zone D,2025-11-17,2025-11-17,On Time,,QuickShip
FUL_005069,ORD_005069,Sharjah Hub,Zone E,2025-11-18,2025-11-27,Delayed,Traffic/Weather,FastTrack
FUL_005070,ORD_005070,Sharjah Hub,Zone D,2025-11-25,2025-11-25,On Time,,SpeedLink
FUL_005071,ORD_005071,Dubai Hub,Zone E,2025-12-15,2025-12-13,On Time,,FastTrack
FUL_005072,ORD_005072,Abu Dhabi Hub,Zone D,2025-11-10,,Failed,Order Cancelled,QuickShip
FUL_005073,ORD_005073,Abu Dhabi Hub,Zone D,2025-12-14,2025-12-19,DELAYED,Rider Unavailable,QuickShip
FUL_005074,ORD_005074,Dubai Hub,Zone C,2025-12-03,,Failed,Order Cancelled,QuickShip
FUL_005075,ORD_005075,Dubai Hub,Zone B,2025-12-13,2025-12-12,On Time,,QuickShip
FUL_005076,ORD_005076,Abu Dhabi Hub,Zone A,2025-12-07,2025-12-05,On Time,,SpeedLink
FUL_005077,ORD_005077,Dubai Hub,Zone F,2026-01-06,2026-01-12,Delayed,Customer Unavailable,QuickShip
FUL_005078,ORD_005078,Dubai Hub,Zone E,2025-10-23,2025-10-22,On Time,,FastTrack
FUL_005079,ORD_005079,Dubai Hub,Zone A,2026-01-03,,FAILED,Order Cancelled,SpeedLink
FUL_005080,ORD_005080,Sharjah Hub,Zone F,2025-12-31,2025-12-31,On Time,,SpeedLink
FUL_005081,ORD_005081,Sharjah Hub,Zone E,2026-01-06,,Pending,,QuickShip
FUL_005082,ORD_005082,Dubai Hub,Zone F,2025-11-28,2025-11-24,On Time,,FastTrack
FUL_005083,ORD_005083,Abu Dhabi Hub,Zone F,2025-11-21,2025-11-20,On Time,,QuickShip
FUL_005084,ORD_005084,Dubai Hub,Zone A,2025-12-11,,pending,,SpeedLink
FUL_005085,ORD_005085,Abu Dhabi Hub,Zone A,2025-11-24,2025-11-23,On Time,,FastTrack
FUL_005086,ORD_005086,Abu Dhabi Hub,Zone D,2025-10-31,,Pending,,FastTrack
FUL_005087,ORD_005087,Dubai Hub,Zone A,2025-10-11,2025-10-10,On Time,,SpeedLink
FUL_005088,ORD_005088,Abu Dhabi Hub,Zone A,2025-11-21,2025-11-18,on-time,,QuickShip
FUL_005089,ORD_005089,Sharjah Hub,Zone B,2025-10-15,,Failed,Customer Unavailable,SpeedLink
FUL_005090,ORD_005090,Sharjah Hub,Zone F,2025-12-07,2025-12-04,On Time,,SpeedLink
FUL_005091,ORD_005091,Dubai Hub,Zone A,2025-10-13,2025-10-13,On Time,,SpeedLink
FUL_005092,ORD_005092,Abu Dhabi Hub,Zone A,2025-11-02,2025-10-31,On Time,,FastTrack
FUL_005093,ORD_005093,Sharjah Hub,Zone A,2025-11-02,2025-11-08,Delayed,Warehouse Delay,QuickShip
FUL_005094,ORD_005094,Dubai Hub,Zone F,2025-10-27,,Failed,Order Cancelled,QuickShip
FUL_005095,ORD_005095,Sharjah Hub,Zone A,2026-01-06,2026-01-06,On Time,,QuickShip
FUL_005096,ORD_005096,Abu Dhabi Hub,Zone F,2026-01-02,2026-01-01,On Time,,FastTrack
FUL_005097,ORD_005097,Abu Dhabi Hub,Zone D,2025-12-15,,Pending,,FastTrack
FUL_005098,ORD_005098,Sharjah Hub,Zone D,2025-11-21,2025-11-20,On Time,,FastTrack
FUL_005099,ORD_005099,Abu Dhabi Hub,Zone E,2025-11-02,,Pending,,FastTrack
FUL_005100,ORD_005100,Sharjah Hub,Zone E,2025-12-03,2025-12-12,Delayed,Address Issue,SpeedLink
FUL_005101,ORD_005101,Dubai Hub,Zone E,2026-01-01,2026-01-01,On Time,,FastTrack
FUL_005102,ORD_005102,Dubai Hub,Zone F,2026-01-06,,Failed,Traffic/Weather,SpeedLink
FUL_005103,ORD_005103,Dubai Hub,Zone C,2025-11-07,2025-11-04,On Time,,QuickShip
FUL_005104,ORD_005104,Sharjah Hub,Zone C,2025-11-27,2025-11-30,Delayed,Traffic/Weather,FastTrack
FUL_005105,ORD_005105,Dubai Hub,Zone F,2025-12-25,2025-12-21,On Time,,FastTrack
FUL_005106,ORD_005106,Dubai Hub,Zone D,2025-12-02,2025-12-01,On Time,,FastTrack
FUL_005107,ORD_005107,Dubai Hub,Zone E,2025-12-05,2025-12-03,On Time,,QuickShip
FUL_005108,ORD_005108,Dubai Hub,Zone F,2025-11-07,2025-11-05,On Time,,QuickShip
FUL_005109,ORD_005109,Dubai Hub,Zone C,2025-10-28,2025-10-30,Delayed,Address Issue,QuickShip
FUL_005110,ORD_005110,Dubai Hub,Zone B,2025-10-11,2025-10-09,On Time,,QuickShip
FUL_005111,ORD_005111,Dubai Hub,Zone F,2025-11-11,2025-11-10,On Time,,SpeedLink
FUL_005112,ORD_005112,Abu Dhabi Hub,Zone F,2025-12-17,2025-12-20,Delayed,Warehouse Delay,SpeedLink
FUL_005113,ORD_005113,Abu Dhabi Hub,Zone A,2025-11-16,,Pending,,FastTrack
FUL_005114,ORD_005114,Dubai Hub,Zone D,2025-11-11,2025-11-10,On Time,,QuickShip
FUL_005115,ORD_005115,Dubai Hub,Zone A,2025-10-22,2025-10-30,Delayed,Address Issue,SpeedLink
FUL_005116,ORD_005116,Sharjah Hub,Zone E,2025-11-30,2025-11-27,On Time,,QuickShip
FUL_005117,ORD_005117,Abu Dhabi Hub,Zone A,2025-11-16,2025-11-14,On Time,,QuickShip
FUL_005118,ORD_005118,Sharjah Hub,Zone E,2026-01-03,2026-01-02,OnTime,,SpeedLink
FUL_005119,ORD_005119,Dubai Hub,Zone A,2025-11-23,,Failed,Rider Unavailable,FastTrack
FUL_005120,ORD_005120,Dubai Hub,Zone D,2025-12-27,,Failed,Address Issue,SpeedLink
FUL_005121,ORD_005121,Dubai Hub,Zone D,2025-12-22,2025-12-27,Delayed,Traffic/Weather,FastTrack
FUL_005122,ORD_005122,Dubai Hub,Zone A,2025-12-18,,Failed,Traffic/Weather,QuickShip
FUL_005123,ORD_005123,Dubai Hub,Zone A,2025-11-14,,Pending,,QuickShip
FUL_005124,ORD_005124,Dubai Hub,Zone B,2025-12-05,,Pending,,FastTrack
FUL_005125,ORD_005125,Sharjah Hub,Zone B,2025-12-31,2025-12-31,On Time,,QuickShip
FUL_005126,ORD_005126,Dubai Hub,Zone A,2025-10-14,2025-10-12,On Time,,SpeedLink
FUL_005127,ORD_005127,Abu Dhabi Hub,Zone A,2025-11-04,,Failed,Order Cancelled,QuickShip
FUL_005128,ORD_005128,Dubai Hub,Zone B,2025-12-01,,Failed,Order Cancelled,SpeedLink
FUL_005129,ORD_005129,Sharjah Hub,Zone B,2025-10-18,2025-10-21,Delayed,Address Issue,QuickShip
FUL_005130,ORD_005130,Abu Dhabi Hub,Zone C,2026-01-07,2026-01-05,On Time,,SpeedLink
FUL_005131,ORD_005131,Sharjah Hub,Zone C,2025-10-15,2025-10-14,On Time,,FastTrack
FUL_005132,ORD_005132,Dubai Hub,Zone C,2026-01-04,,Failed,Order Cancelled,QuickShip
FUL_005133,ORD_005133,Dubai Hub,Zone D,2025-11-21,2025-11-19,On Time,,QuickShip
FUL_005134,ORD_005134,Sharjah Hub,Zone F,2025-11-29,2025-11-28,On Time,,FastTrack
FUL_005135,ORD_005135,Dubai Hub,Zone F,2026-01-02,2026-01-10,Delayed,Rider Unavailable,SpeedLink
FUL_005136,ORD_005136,Dubai Hub,Zone C,2025-11-10,2025-11-13,Delayed,Customer Unavailable,QuickShip
FUL_005137,ORD_005137,Dubai Hub,Zone F,2025-11-18,,Pending,,SpeedLink
FUL_005138,ORD_005138,Sharjah Hub,Zone A,2025-11-23,2025-11-22,On Time,,FastTrack
FUL_005139,ORD_005139,Abu Dhabi Hub,Zone B,2025-10-22,,Failed,Order Cancelled,FastTrack
FUL_005140,ORD_005140,Abu Dhabi Hub,Zone F,2026-01-03,2026-01-01,On Time,,QuickShip
FUL_005141,ORD_005141,Dubai Hub,Zone C,2025-11-08,2025-11-07,On Time,,QuickShip
FUL_005142,ORD_005142,Abu Dhabi Hub,Zone F,2025-12-09,,Failed,Order Cancelled,FastTrack
FUL_005143,ORD_005143,Sharjah Hub,Zone C,2025-12-06,2025-12-04,On Time,,FastTrack
FUL_005144,ORD_005144,Dubai Hub,Zone F,2025-12-22,2025-12-21,On Time,,SpeedLink
FUL_005145,ORD_005145,Dubai Hub,Zone B,2025-11-22,2025-11-28,Delayed,Traffic/Weather,SpeedLink
FUL_005146,ORD_005146,Dubai Hub,Zone E,2025-10-14,,Pending,,FastTrack
FUL_005147,ORD_005147,Dubai Hub,Zone E,2026-01-01,2026-01-01,On Time,,FastTrack
FUL_005148,ORD_005148,Dubai Hub,Zone B,2025-10-14,2025-10-17,DELAYED,Address Issue,FastTrack
FUL_005149,ORD_005149,Abu Dhabi Hub,Zone D,2025-10-14,2025-10-19,Delayed,Address Issue,SpeedLink
FUL_005150,ORD_005150,Dubai Hub,Zone B,2025-12-08,2025-12-15,Delayed,Traffic/Weather,FastTrack
FUL_005151,ORD_005151,Sharjah Hub,Zone B,2025-11-09,,Pending,,QuickShip
FUL_005152,ORD_005152,Dubai Hub,Zone C,2025-11-20,2025-11-20,On Time,,QuickShip
FUL_005153,ORD_005153,Dubai Hub,Zone D,2025-11-03,2025-11-09,Delayed,Warehouse Delay,SpeedLink
FUL_005154,ORD_005154,Sharjah Hub,Zone F,2025-11-15,2025-11-23,Delayed,Traffic/Weather,FastTrack
FUL_005155,ORD_005155,Dubai Hub,Zone B,2025-11-13,2025-11-12,On Time,,QuickShip
FUL_005156,ORD_005156,Abu Dhabi Hub,Zone D,2025-11-02,2025-11-05,Delayed,Customer Unavailable,QuickShip
FUL_005157,ORD_005157,Sharjah Hub,Zone D,2026-01-05,2026-01-05,On Time,,FastTrack
FUL_005158,ORD_005158,Abu Dhabi Hub,Zone B,2025-12-07,2025-12-07,On Time,,SpeedLink
FUL_005159,ORD_005159,Abu Dhabi Hub,Zone B,2025-10-28,,Failed,Order Cancelled,SpeedLink
FUL_005160,ORD_005160,Abu Dhabi Hub,Zone C,2025-11-27,,Pending,,FastTrack
FUL_005161,ORD_005161,Abu Dhabi Hub,Zone F,2025-12-24,2025-12-23,On Time,,SpeedLink
FUL_005162,ORD_005162,Dubai Hub,Zone A,2025-12-30,2026-01-05,Delayed,Traffic/Weather,SpeedLink
FUL_005163,ORD_005163,Sharjah Hub,Zone C,2025-10-30,2025-10-29,On Time,,FastTrack
FUL_005164,ORD_005164,Dubai Hub,Zone F,2025-11-12,,Failed,Traffic/Weather,SpeedLink
FUL_005165,ORD_005165,Dubai Hub,Zone C,2025-12-20,2025-12-17,On Time,,QuickShip
FUL_005166,ORD_005166,Dubai Hub,Zone A,2025-10-31,2025-10-29,On Time,,QuickShip
FUL_005167,ORD_005167,Dubai Hub,Zone E,2025-11-30,,Failed,Order Cancelled,SpeedLink
FUL_005168,ORD_005168,Dubai Hub,Zone C,2025-12-19,2025-12-19,On Time,,SpeedLink
FUL_005169,ORD_005169,Abu Dhabi Hub,Zone F,2025-12-19,2025-12-18,On Time,,FastTrack
FUL_005170,ORD_005170,Sharjah Hub,Zone B,2025-12-11,2025-12-19,Delayed,Traffic/Weather,SpeedLink
FUL_005171,ORD_005171,Abu Dhabi Hub,Zone F,2025-11-24,,failed,Order Cancelled,SpeedLink
FUL_005172,ORD_005172,Dubai Hub,Zone E,2025-10-12,2025-10-10,On Time,,QuickShip
FUL_005173,ORD_005173,Abu Dhabi Hub,Zone B,2025-11-24,2025-11-24,On Time,,FastTrack
FUL_005174,ORD_005174,Abu Dhabi Hub,Zone C,2026-01-06,,Pending,,QuickShip
FUL_005175,ORD_005175,Dubai Hub,Zone E,2025-11-16,,Failed,Order Cancelled,SpeedLink
FUL_005176,ORD_005176,Abu Dhabi Hub,Zone D,2025-12-22,2025-12-22,On Time,,FastTrack
FUL_005177,ORD_005177,Abu Dhabi Hub,Zone E,2025-11-21,2025-11-21,On Time,,SpeedLink
FUL_005178,ORD_005178,Dubai Hub,Zone C,2026-01-05,2026-01-05,On Time,,QuickShip
FUL_005179,ORD_005179,Dubai Hub,Zone D,2025-10-22,2025-10-21,On Time,,SpeedLink
FUL_005180,ORD_005180,Abu Dhabi Hub,Zone B,2025-10-21,2025-10-19,On Time,,FastTrack
FUL_005181,ORD_005181,Dubai Hub,Zone B,2025-12-15,2025-12-13,On Time,,FastTrack
FUL_005182,ORD_005182,Dubai Hub,Zone D,2025-10-16,2025-10-15,On Time,,FastTrack
FUL_005183,ORD_005183,Sharjah Hub,Zone D,2025-12-14,,Failed,Order Cancelled,SpeedLink
FUL_005184,ORD_005184,Sharjah Hub,Zone D,2025-11-04,,Pending,,QuickShip
FUL_005185,ORD_005185,Dubai Hub,Zone E,2025-12-20,2025-12-20,OnTime,,QuickShip
FUL_005186,ORD_005186,Abu Dhabi Hub,Zone D,2025-11-22,2025-11-22,On Time,,SpeedLink
FUL_005187,ORD_005187,Dubai Hub,Zone E,2025-11-06,2025-11-06,On Time,,FastTrack
FUL_005188,ORD_005188,Dubai Hub,Zone B,2025-12-29,,Pending,,SpeedLink
FUL_005189,ORD_005189,Dubai Hub,Zone E,2025-10-20,2025-10-24,Delayed,Traffic/Weather,SpeedLink
FUL_005190,ORD_005190,Sharjah Hub,Zone E,2025-12-10,2025-12-10,On Time,,SpeedLink
FUL_005191,ORD_005191,Abu Dhabi Hub,Zone F,2025-11-23,,Pending,,FastTrack
FUL_005192,ORD_005192,Abu Dhabi Hub,Zone B,2026-01-02,,Failed,Order Cancelled,QuickShip
FUL_005193,ORD_005193,Abu Dhabi Hub,Zone A,2025-11-26,2025-11-28,Delayed,Address Issue,SpeedLink
FUL_005194,ORD_005194,Abu Dhabi Hub,Zone B,2025-10-16,2025-10-15,On Time,,QuickShip
FUL_005195,ORD_005195,Dubai Hub,Zone E,2025-10-11,2025-10-16,Delayed,Customer Unavailable,SpeedLink
FUL_005196,ORD_005196,Sharjah Hub,Zone B,2025-10-27,,Failed,Order Cancelled,FastTrack
FUL_005197,ORD_005197,Dubai Hub,Zone D,2025-10-23,2025-10-23,On Time,,QuickShip
FUL_005198,ORD_005198,Abu Dhabi Hub,Zone E,2025-12-22,2025-12-22,On Time,,FastTrack
FUL_005199,ORD_005199,Dubai Hub,Zone A,2025-10-10,2025-10-10,On Time,,SpeedLink
FUL_005200,ORD_005200,Dubai Hub,Zone D,2025-12-20,2025-12-18,On Time,,SpeedLink
FUL_005201,ORD_005201,Sharjah Hub,Zone A,2025-11-24,2025-11-20,On Time,,SpeedLink
FUL_005202,ORD_005202,Dubai Hub,Zone E,2026-01-07,,Pending,,QuickShip
FUL_005203,ORD_005203,Dubai Hub,Zone D,2025-11-04,2025-11-03,On Time,,FastTrack
FUL_005204,ORD_005204,Dubai Hub,Zone B,2025-11-02,2025-11-09,Delayed,Traffic/Weather,SpeedLink
FUL_005205,ORD_005205,Dubai Hub,Zone D,2025-11-02,2025-10-30,On Time,,QuickShip
FUL_005206,ORD_005206,Abu Dhabi Hub,Zone E,2026-01-07,2026-01-11,Delayed,Address Issue,QuickShip
FUL_005207,ORD_005207,Sharjah Hub,Zone F,2025-10-19,2025-10-19,On Time,,FastTrack
FUL_005208,ORD_005208,Abu Dhabi Hub,Zone E,2025-11-29,2025-11-28,On Time,,QuickShip
FUL_005209,ORD_005209,Dubai Hub,Zone E,2025-12-19,2025-12-17,On Time,,QuickShip
FUL_005210,ORD_005210,Abu Dhabi Hub,Zone E,2025-10-28,2025-10-28,On Time,,FastTrack
FUL_005211,ORD_005211,Dubai Hub,Zone B,2025-12-18,2025-12-18,on-time,,SpeedLink
FUL_005212,ORD_005212,Abu Dhabi Hub,Zone E,2025-11-12,,Failed,Order Cancelled,QuickShip
FUL_005213,ORD_005213,Dubai Hub,,2025-12-02,,Failed,Traffic/Weather,SpeedLink
FUL_005214,ORD_005214,Sharjah Hub,Zone E,2025-10-10,,Failed,Rider Unavailable,QuickShip
FUL_005215,ORD_005215,Dubai Hub,Zone D,2025-11-13,2025-11-18,Delayed,Address Issue,QuickShip
FUL_005216,ORD_005216,Abu Dhabi Hub,Zone D,2026-01-09,,Pending,,SpeedLink
